,Latitude,Longitude,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,x_mercator,y_mercator
225,-37.80587857,144.9559876,1226,T20100031515,ABS to receive accident,Finished,07-08-2010,16.53.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60,No,29385,144.95598999999999,-37.80588,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496124.326,2410569.143,5,4,0,1,3,1,1,4,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4208531.151404733,16136426.727068076
226,-37.94640298,145.0221859,1227,T20100031517,ABS to receive accident,Finished,07-08-2010,14.25.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60,No,42110,145.02219,-37.9464,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2501950.0319999997,2394972.974,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4224174.257169959,16143795.888115458
227,-38.02991719,145.2797089,1228,T20100031519,ABS to receive accident,Finished,07-08-2010,17.05.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,70,No,43291,145.27971000000002,-38.029920000000004,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2524557.728,2385667.393,6,2,0,0,2,4,4,2,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4233471.016501161,16172463.217343016
228,-37.83567896,144.8460931,1229,T20100031525,ABS to receive accident,Finished,06-08-2010,16.00.00,Yes,Collision with vehicle,Friday,LEFT REAR,No,Day,Yes,T intersection,Other injury accident,40,No,46733,144.84609,-37.835679999999996,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2486452.496,2407251.614,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4211848.515644975,16124193.327287095
229,-37.985518400000004,145.31105680000002,1230,T20100031531,ABS to receive accident,Finished,07-08-2010,16.40.00,Yes,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,80,No,237342,145.31106,-37.98552,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2527326.088,2390586.954,6,1,0,1,0,5,4,2,0,4,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4228528.565806524,16175952.849608457
230,-37.83338525,144.9679408,1231,T20100031532,ABS to receive accident,Finished,07-08-2010,19.45.00,Yes,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60,No,31,144.96794,-37.83339,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2497177.938,2407516.665,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro,-4211593.181015748,16137757.35120543
231,-38.3632482,144.9069386,1232,T20100031536,ABS to receive accident,Finished,06-08-2010,03.30.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,Yes,241011,144.90694,-38.36325,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2491865.6040000003,2348697.195,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4270577.254799969,16130966.617364157
232,-38.026078399999996,143.65379040000002,1233,T20100031547,ABS to receive accident,Finished,07-08-2010,17.10.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,100,No,15363,143.65379,-38.02608,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2381803.9680000003,2385293.857,7,7,0,7,0,0,5,2,0,5,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Country,Country,"GOLDEN PLAINS,COLAC OTWAY",SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country,-4233043.684353099,15991466.797851652
233,-37.79367048,144.753151,1234,T20100031548,ABS to receive accident,Finished,22-07-2010,18.55.00,Yes,Collision with vehicle,Thursday,U TURN,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,80,No,235247,144.75315,-37.79367,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2478259.287,2411896.787,2,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"MELTON,BRIMBANK",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4207172.153042375,16113847.060041837
234,-37.79531891,145.2469645,1235,T20100031553,ABS to receive accident,Finished,07-08-2010,17.30.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,70,No,39680,145.24696,-37.795320000000004,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2521750.411,2411713.808,3,1,0,1,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4207355.655430583,16168818.127408681
235,-37.78860887,145.31042050000002,1236,T20100031562,ABS to receive accident,Finished,08-08-2010,00.10.00,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60,No,235325,145.31042,-37.78861,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2527341.454,2412442.165,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,0,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4206608.697194581,16175882.017016463
236,-38.06629,145.5492377,1237,T20100031565,ABS to receive accident,Finished,07-08-2010,19.00.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100,Yes,235178,145.54924,-38.06629,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2548198.183,2381527.086,4,1,1,0,0,3,3,1,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Country,Country,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4237520.019189082,16202467.026113136
237,-37.86997833,144.6924096,1238,T20100031566,ABS to receive accident,Finished,08-08-2010,00.30.00,Yes,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,Yes,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,No,238815,144.69241,-37.86998,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2472936.999,2403411.99,2,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4215666.704047905,16107085.358323768
238,-38.10784473,145.1306767,1239,T20100031568,ABS to receive accident,Finished,08-08-2010,02.00.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,T intersection,Serious injury accident,50,No,239728,145.13068,-38.10784,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2511461.219,2377045.631,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4242145.870572733,16155873.028727215
239,-37.8139497,144.9718023,1240,T20100031578,ABS to receive accident,Finished,08-08-2010,06.30.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50,No,141663,144.9718,-37.81395,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497517.21,2409673.88,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,Metropolitan CBD Only,Metropolitan CBD Only,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4209429.6254864605,16138187.211419128
240,-37.72022863,144.8404973,1241,T20100031583,ABS to receive accident,Finished,08-08-2010,06.05.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100,Yes,235772,144.8405,-37.72023,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2485938.469,2420064.113,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4198996.643697459,16123570.405680519
241,-37.75167756,144.7779676,1242,T20100031586,ABS to receive accident,Finished,07-08-2010,18.20.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Other injury accident,70,No,236413,144.77796999999998,-37.75168,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2480434.089,2416562.756,6,1,0,0,1,5,6,0,0,3,3,0,0,0,0,0,0,0,0,1,Yes,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4202497.522571052,16116609.63131706
242,-37.86524877,145.0002373,1243,T20100031589,ABS to receive accident,Finished,08-08-2010,07.37.00,Yes,Collision with vehicle,Sunday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,T intersection,Other injury accident,60,No,67797,145.00024,-37.86525,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2500020.878,2403980.643,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4215140.211837029,16141352.581139833
243,-38.22279825,146.41516130000002,1244,T20100031590,ABS to receive accident,Finished,08-08-2010,07.40.00,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60,No,235736,146.41516000000001,-38.2228,Intersection,LATROBE,EASTERN REGION,2623924.904,2363371.906,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country,-4254942.437884028,16298861.200331017
244,-37.86041556,145.0104878,1245,T20100031592,ABS to receive accident,Finished,20-07-2010,13.30.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Serious injury accident,Not known,No,57520,145.01049,-37.86042,Intersection,GLEN EIRA,METROPOLITAN NORTH WEST REGION,2500922.878,2404517.028,6,1,0,1,0,5,2,4,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"PORT PHILLIP,GLEN EIRA","METROPOLITAN NORTH WEST REGION,METROPOLITAN SOUTH EAST REGION",,,Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Undivided,Undivided,Metro,-4214602.181360931,16142493.661580209
245,-37.92928997,145.42557280000003,1246,T20100031599,ABS to receive accident,Finished,08-08-2010,09.00.00,Yes,Collision with vehicle,Sunday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,T intersection,Serious injury accident,80,No,35920,145.42557,-37.92929,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2537414.067,2396789.004,4,2,0,1,1,2,4,0,2,1,1,0,0,0,0,0,0,0,0,0,No,0,3,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4222269.245610818,16188700.712416137
246,-37.72147746,145.0987613,1247,T20100031605,ABS to receive accident,Finished,08-08-2010,10.40.00,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,50,Yes,235249,145.09876,-37.72148,Non-Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2508706.517,2419932.778,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BANYULE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4199135.662817147,16152320.222650751
247,-36.402475700000004,145.37244669999998,1248,T20100031606,ABS to receive accident,Finished,08-08-2010,00.50.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,60,Yes,235737,145.37245,-36.40248,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2533406.3680000002,2566234.304,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4052305.0585385156,16182786.7420163
248,-37.72931269,145.2301926,1249,T20100031608,ABS to receive accident,Finished,08-08-2010,09.40.00,Yes,No collision and no object struck,Sunday,OFF CARRIAGEWAY TO LEFT,No,Day,No,Not at intersection,Serious injury accident,60,Yes,235738,145.23019,-37.72931,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2520291.0069999998,2419043.183,2,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,No,0,2,0,0,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4200007.8766309945,16166951.088041048
249,-37.627628,146.37694380000002,1250,T20100031610,ABS to receive accident,Finished,07-08-2010,13.30.00,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100,No,238694,146.37694,-37.627629999999996,Non-Intersection,BAW BAW,NORTH EASTERN REGION,2621533.8880000003,2429473.884,3,1,0,1,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Country,Country,"MANSFIELD,BAW BAW","NORTH EASTERN REGION,EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country,-4188688.3887187233,16294606.847691623
250,-37.73439482,145.013685,1251,T20100031611,ABS to receive accident,Finished,08-08-2010,13.27.00,No,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,44398,145.01368,-37.734390000000005,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501206.223,2418503.595,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4200573.61675474,16142849.572256174
251,-38.27163984,145.00627969999996,1252,T20100031613,ABS to receive accident,Finished,08-08-2010,13.40.00,No,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Other injury accident,60,No,44010,145.00628,-38.271640000000005,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2500549.5730000003,2358871.0519999997,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4260379.458812362,16142025.218030998
252,-37.707762,145.0516802,1253,T20100031615,ABS to receive accident,Finished,08-08-2010,11.30.00,No,Collision with vehicle,Sunday,ACCIDENT OR BROKEN DOWN,No,Day,Yes,Not at intersection,Other injury accident,70,No,237252,145.05168,-37.70776,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2504556.806,2421458.238,5,1,0,0,1,4,5,0,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro,-4197608.864793951,16147079.178572763
253,-37.72768522,144.8205572,1254,T20100031617,ABS to receive accident,Finished,07-08-2010,14.50.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,70,No,528,144.82056,-37.72769,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2484182.136,2419233.429,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4199826.707499313,16121350.68390215
254,-37.90926875,145.58855680000002,1255,T20100031619,ABS to receive accident,Finished,08-08-2010,13.00.00,No,No collision and no object struck,Sunday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Yes,Not at intersection,Other injury accident,100,Yes,235382,145.58856,-37.90927,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2551756.318,2398934.844,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro,-4220040.493595359,16206844.008303588
255,-37.67327121,144.5725434,1256,T20100031620,ABS to receive accident,Finished,08-08-2010,12.45.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,60,No,37084,144.57254,-37.67327,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2462292.738,2425202.669,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,MELTON,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4193769.3676140932,16093741.913976444
256,-37.5987895,143.8401146,1257,T20100031622,ABS to receive accident,Finished,08-08-2010,13.00.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,No,Not at intersection,Other injury accident,50,No,235739,143.84011,-37.59879,Non-Intersection,BALLARAT,WESTERN REGION,2397584.415,2432929.365,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Large Provincial Cities,Large Provincial Cities,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country,-4185478.1015834818,16012208.312918114
257,-37.91956865,145.00593419999998,1258,T20100031623,ABS to receive accident,Finished,08-08-2010,03.45.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,50,Yes,238816,145.00593,-37.91957,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2500521.776,2397951.608,3,3,0,2,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4221187.07321858,16141986.757146932
258,-37.81685669,145.2272608,1259,T20100031629,ABS to receive accident,Finished,08-08-2010,15.00.00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60,No,39625,145.22726,-37.81686,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2520009.386,2409327.725,4,1,0,0,1,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4209753.230133002,16166624.721557941
259,-37.66451984,144.928544,1260,T20100031643,ABS to receive accident,Finished,07-08-2010,19.10.00,Yes,Collision with vehicle,Saturday,RIGHT REAR.,No,Day,No,T intersection,Other injury accident,60,No,44671,144.92854,-37.66452,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2493695.899,2426256.193,5,1,0,0,1,4,2,2,0,2,2,0,0,0,1,0,0,0,0,1,No,0,3,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro,-4192795.1695619496,16133371.719490541
260,-37.82549417,144.8831765,1261,T20100031645,ABS to receive accident,Finished,08-08-2010,15.15.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80,No,235654,144.88318,-37.82549,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2489715.341,2408386.645,9,1,0,1,0,8,4,5,0,5,4,0,0,0,0,0,0,0,0,1,No,0,4,0,4,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro,-4210714.750008338,16128321.432491979
261,-38.38001719,141.6064246,1262,T20100031649,ABS to receive accident,Finished,08-08-2010,15.22.00,No,collision with some other object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,237429,141.60641999999999,-38.38002,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2203500.472,2341554.317,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Other Towns,Other Towns,GLENELG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country,-4272443.970227886,15763555.079528086
262,-37.758554499999995,145.0586157,1263,T20100031651,ABS to receive accident,Finished,08-08-2010,15.15.00,No,Collision with vehicle,Sunday,OFF END OF ROAD/T-INTERSECTION.,No,Day,Yes,T intersection,Serious injury accident,50,No,46014,145.05862,-37.75855,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2505164.863,2415820.749,2,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,6,0,6,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BANYULE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro,-4203263.060030067,16147851.234901158
263,-36.80358213,144.2421182,1264,T20100031655,ABS to receive accident,Finished,08-08-2010,18.00.00,Yes,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,70,No,235336,144.24212,-36.80358,Non-Intersection,BENDIGO,NORTHERN REGION,2432377.1119999997,2521525.1969999997,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undivided,Country,-4096956.0220800233,16056959.148967177
