Latitude,Longitude,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
-37.68809861,144.8823958,1108,T20100030923,ABS to receive accident,Finished,03-08-2010,19.15.00,Yes,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70,No,1248,144.8824,-37.6881,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2489627.772,2423635.352,3,1,0,0,1,2,1,1,0,0,2,0,0,0,1,0,0,0,0,1,No,0,3,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.21127439,146.1564162,1109,T20100030929,ABS to receive accident,Finished,03-08-2010,14.30.00,No,Struck Pedestrian,Tuesday,PED ON FOOTHPATH STRUCK BY VEHENTERING/LEAVING DRIVEWAY.,Yes,Day,No,Not at intersection,Other injury accident,50,No,235166,146.15642,-38.21127,Non-Intersection,BAW BAW,EASTERN REGION,2601283.514,2364957.087,2,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,No,0,1,0,1,0,0,Other Towns,Other Towns,BAW BAW,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-37.76048678,147.7047062,1110,T20100030935,ABS to receive accident,Finished,03-08-2010,05.36.00,Yes,Struck animal,Tuesday,STRUCK ANIMAL,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100,No,235167,147.70471,-37.76049,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,2738284.204,2412222.739,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,EAST GIPPSLAND,"EASTERN REGION,EASTERN REGION",B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-37.92834263,142.4825387,1111,T20100030949,ABS to receive accident,Finished,03-08-2010,10.00.00,No,No collision and no object struck,Tuesday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,235251,142.48254,-37.92834,Non-Intersection,MOYNE,SOUTH WESTERN REGION,2278700.649,2394051.598,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,MOYNE,SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-37.96665093,145.1871996,1112,T20100030954,ABS to receive accident,Finished,04-08-2010,07.50.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Serious injury accident,60,No,29705,145.1872,-37.96665,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2516449.468,2392709.623,2,1,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DANDENONG,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-36.6818436,147.137348,1113,T20100030955,ABS to receive accident,Finished,04-08-2010,08.40.00,No,Collision with vehicle,Wednesday,PULLING OUT (OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100,No,235699,147.13735,-36.68184,Non-Intersection,ALPINE,NORTH EASTERN REGION,2690996.593,2533157.995,3,2,0,2,0,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Country,Country,ALPINE,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-38.24110832,146.3968439,1114,T20100030959,ABS to receive accident,Finished,04-08-2010,08.30.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50,No,228603,146.39684,-38.24111,Intersection,LATROBE,EASTERN REGION,2622291.153,2361363.22,5,2,0,0,2,3,1,4,0,3,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-36.7178125,142.2049356,1115,T20100030962,ABS to receive accident,Finished,04-08-2010,10.10.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,49235,142.20494,-36.71781,Intersection,HORSHAM,WESTERN REGION,2250360.957,2527646.185,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Small Provincial Cities,Small Provincial Cities,HORSHAM,WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country
-37.69006333,144.8820941,1116,T20100030966,ABS to receive accident,Finished,03-08-2010,22.00.00,Yes,Collision with vehicle,Tuesday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Dark Street lights on,No,Not at intersection,Other injury accident,60,No,235700,144.88209,-37.69006,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2489601.43,2423417.271,3,1,0,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,1,No,1,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.81313187,145.023512,1117,T20100030967,ABS to receive accident,Finished,04-08-2010,08.15.00,No,Collision with vehicle,Wednesday,LEFT TURN SIDESWIPE,No,Day,No,Cross intersection,Other injury accident,50,No,38869,145.02351,-37.81313,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2502070.236,2409764.76,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-38.20057474,145.215688,1118,T20100030968,ABS to receive accident,Finished,04-08-2010,10.30.00,No,No collision and no object struck,Wednesday,OFF CARRIAGEWAY TO LEFT,No,Day,Yes,Cross intersection,Other injury accident,80,Yes,43939,145.21569,-38.20057,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2518893.952,2366738.596,2,2,0,0,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"FRANKSTON,CASEY,MORNINGTON PENINSULA",METROPOLITAN SOUTH EAST REGION,A,"A,C",Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Metro
-37.81926881,144.9682723,1119,T20100030971,ABS to receive accident,Finished,04-08-2010,09.00.00,No,Collision with vehicle,Wednesday,VEHICLE STRIKES DOOR OF PARKED/STATIONARY VEHICLE,No,Day,No,Not at intersection,Other injury accident,50,No,238193,144.96827,-37.81927,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497206.589,2409083.428,2,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.87417356,145.0645168,1120,T20100030978,ABS to receive accident,Finished,04-08-2010,09.40.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,T intersection,Other injury accident,60,No,40479,145.06452,-37.87417,Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2505676.136,2402988.158,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-36.75550803,144.2842485,1121,T20100031000,ABS to receive accident,Finished,04-08-2010,12.10.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,50,No,19431,144.28425,-36.75551,Intersection,BENDIGO,NORTHERN REGION,2436096.064,2526888.323,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,No,1,2,0,2,0,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,A,"A,B,C",Arterial Highway,"Arterial Highway,Arterial Other",Undivided,Undivided,Country
-36.1211921,146.864469,1122,T20100031008,ABS to receive accident,Finished,04-08-2010,13.35.00,No,Collision with vehicle,Wednesday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60,No,45103,146.86447,-36.12119,Intersection,WODONGA,NORTH EASTERN REGION,2667833.313,2595866.31,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,WODONGA,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.82401867,144.9585399,1123,T20100031013,ABS to receive accident,Finished,04-08-2010,14.45.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Not at intersection,Other injury accident,60,No,239779,144.95854,-37.82402,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2496349.954,2408555.923,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro
-37.69407653,144.8990426,1124,T20100031024,ABS to receive accident,Finished,04-08-2010,14.55.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,T intersection,Other injury accident,50,Yes,56102,144.89904,-37.69408,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2491096.659,2422973.597,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.60620363,145.0078251,1125,T20100031032,ABS to receive accident,Finished,04-08-2010,16.22.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Other injury accident,80,Yes,235517,145.00783,-37.6062,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2500690.889,2432730.436,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,WHITTLESEA,METROPOLITAN NORTH WEST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.73967806,144.9500537,1126,T20100031033,ABS to receive accident,Finished,04-08-2010,11.30.00,No,Collision with vehicle,Wednesday,LEFT NEAR (INTERSECTIONS ONLY),No,Day,No,Cross intersection,Other injury accident,60,No,42562,144.95005,-37.73968,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2495597.935,2417916.173,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-37.8351077,144.9965048,1127,T20100031043,ABS to receive accident,Finished,04-08-2010,16.50.00,No,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Day,Yes,Not at intersection,Serious injury accident,40,No,235232,144.9965,-37.83511,Non-Intersection,STONNINGTON,METROPOLITAN SOUTH EAST REGION,2499692.335,2407325.963,2,1,0,1,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,STONNINGTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-38.0924196,145.2754602,1128,T20100031045,ABS to receive accident,Finished,04-08-2010,17.40.00,No,Collision with a fixed object,Wednesday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,Yes,238769,145.27546,-38.09242,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2524164.633,2378730.756,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.11529613,145.1786315,1129,T20100031046,ABS to receive accident,Finished,04-08-2010,17.40.00,No,Collision with vehicle,Wednesday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,70,No,235701,145.17863,-38.1153,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2515665.618,2376211.675,5,2,0,0,2,3,1,4,0,0,5,0,0,0,0,0,0,0,0,0,No,0,5,0,5,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-36.61700785,145.2192317,1130,T20100031052,ABS to receive accident,Finished,01-08-2010,17.00.00,Yes,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Other injury accident,60,No,237547,145.21923,-36.61701,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2519609.063,2542473.489,5,1,0,0,1,4,2,3,0,2,3,0,0,0,0,0,0,0,0,0,No,0,3,1,2,0,0,Small Towns,Small Towns,SHEPPARTON,NORTH EASTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-38.14687727,144.338125,1131,T20100031055,ABS to receive accident,Finished,04-08-2010,18.00.00,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,50,No,235171,144.33812,-38.14688,Intersection,GEELONG,SOUTH WESTERN REGION,2441979.706,2372519.056,4,1,0,0,1,3,4,0,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Large Provincial Cities,Large Provincial Cities,GEELONG,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-38.37205034,142.4740357,1132,T20100031065,ABS to receive accident,Finished,04-08-2010,18.45.00,Yes,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Yes,Cross intersection,Other injury accident,70,No,30011,142.47404,-38.37205,Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,2279260.066,2344795.33,4,3,0,0,3,1,2,2,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,WARRNAMBOOL,SOUTH WESTERN REGION,A,A,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Country
-37.81533116,144.9903666,1133,T20100031078,ABS to receive accident,Finished,04-08-2010,18.25.00,Yes,Collision with vehicle,Wednesday,U TURN,No,Dark Street lights on,Yes,T intersection,Serious injury accident,70,No,37058,144.99037,-37.81533,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2499151.801,2409520.88,3,1,0,1,0,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"YARRA,MELBOURNE",METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-37.80297905,144.9680521,1134,T20100031086,ABS to receive accident,Finished,04-08-2010,17.05.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Serious injury accident,50,No,36353,144.96805,-37.80298,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497186.597,2410891.375,2,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.84762864,145.2271493,1135,T20100031089,ABS to receive accident,Finished,04-08-2010,19.45.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80,No,40888,145.22715,-37.84763,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2519991.415,2405912.438,3,2,0,2,0,1,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,KNOX,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-36.45017455,145.8573779,1136,T20100031100,ABS to receive accident,Finished,04-08-2010,05.00.00,Yes,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Serious injury accident,100,Yes,236582,145.85738,-36.45017,Non-Intersection,BENALLA,NORTH EASTERN REGION,2576853.465,2560661.117,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Country,Country,BENALLA,NORTH EASTERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-38.17064193,145.9319388,1137,T20100031105,ABS to receive accident,Finished,04-08-2010,14.30.00,No,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,60,Yes,236622,145.93194,-38.17064,Non-Intersection,BAW BAW,EASTERN REGION,2581667.754,2369683.009,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,BAW BAW,"EASTERN REGION,EASTERN REGION",C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-37.81520689,144.8082975,1138,T20100031106,ABS to receive accident,Finished,05-08-2010,05.40.00,Yes,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Yes,Dark Street lights on,Yes,Not at intersection,Other injury accident,100,No,235702,144.8083,-37.81521,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2483121.01,2409517.721,4,3,0,0,3,1,3,0,0,1,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro
-37.77328367,144.9340356,1139,T20100031112,ABS to receive accident,Finished,05-08-2010,06.25.00,No,Collision with vehicle,Thursday,RIGHT FAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Other injury accident,60,No,45480,144.93404,-37.77328,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2494188.745,2414185.607,2,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.68035833,145.0148305,1140,T20100031115,ABS to receive accident,Finished,05-08-2010,07.15.00,No,Collision with vehicle,Thursday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50,No,37641,145.01483,-37.68036,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2501308.124,2424500.685,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WHITTLESEA,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.10872609,145.1398732,1141,T20100031121,ABS to receive accident,Finished,05-08-2010,07.35.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,Multiple intersection,Other injury accident,50,No,12239,145.13987,-38.10873,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2512267.667,2376946.652,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,FRANKSTON,METROPOLITAN SOUTH EAST REGION,M,M,Freeway,"Freeway,Arterial Other",Undivided,Undivided,Metro
-37.10037246,142.394,1142,T20100031123,ABS to receive accident,Finished,04-08-2010,15.00.00,No,Collision with a fixed object,Wednesday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,235205,142.394,-37.10037,Non-Intersection,NORTHERN GRAMPIANS,WESTERN REGION,2268404.562,2485692.453,2,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Country,Country,NORTHERN GRAMPIANS,WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-37.82416612,145.2945386,1143,T20100031124,ABS to receive accident,Finished,05-08-2010,06.15.00,No,Collision with vehicle,Thursday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,No,T intersection,Other injury accident,70,No,39801,145.29454,-37.82417,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2525930.39,2408500.24,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.84699939,144.6927389,1144,T20100031126,ABS to receive accident,Finished,05-08-2010,08.30.00,No,Collision with vehicle,Thursday,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,No,Day,No,Not at intersection,Other injury accident,50,No,235520,144.69274,-37.847,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2472957.741,2405962.487,2,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.78856939,144.9343585,1145,T20100031130,ABS to receive accident,Finished,05-08-2010,08.50.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Other injury accident,40,No,29364,144.93436,-37.78857,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2494218.368,2412489.13,2,1,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,No,1,2,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"MOONEE VALLEY,MELBOURNE",METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-37.81433525,145.0337618,1146,T20100031131,ABS to receive accident,Finished,05-08-2010,08.50.00,No,Collision with vehicle,Thursday,RIGHT THROUGH,No,Day,Yes,T intersection,Serious injury accident,60,No,38928,145.03376,-37.81434,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2502972.686,2409630.929,2,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.86342621,145.0797071,1147,T20100031135,ABS to receive accident,Finished,04-08-2010,08.00.00,No,Collision with vehicle,Wednesday,LANE CHANGE RIGHT (NOT OVERTAKING),No,Day,No,T intersection,Other injury accident,60,No,47392,145.07971,-37.86343,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2507013.563,2404179.992,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BOROONDARA,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.06736089,146.2272795,1148,T20100031138,ABS to receive accident,Finished,31-07-2010,10.00.00,No,No collision and no object struck,Saturday,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),No,Day,No,Not at intersection,Other injury accident,100,No,235174,146.22728,-38.06736,Non-Intersection,BAW BAW,EASTERN REGION,2607695.607,2380853.06,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,BAW BAW,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-37.83238835,145.2133515,1149,T20100031139,ABS to receive accident,Finished,05-08-2010,09.25.00,No,Collision with vehicle,Thursday,LEFT REAR,No,Day,Yes,Cross intersection,Other injury accident,70,No,35531,145.21335,-37.83239,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2518780.864,2407606.74,2,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"WHITEHORSE,MAROONDAH",METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.34416401,143.5804525,1150,T20100031147,ABS to receive accident,Finished,04-08-2010,10.05.00,No,Collision with vehicle,Wednesday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,50,No,50618,143.58045,-38.34416,Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2375891.918,2349894.528,2,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,COLAC OTWAY,SOUTH WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
