Latitude,Longitude,Latitude_met,Longitude_met,OBJECTID,ACCIDENT_NO,ABS_CODE,ACCIDENT_STATUS,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,POLICE_ATTEND,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_ID,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,VICGRID_X,VICGRID_Y,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,DEG_URBAN_NAME,DEG_URBAN_ALL,LGA_NAME_ALL,REGION_NAME_ALL,SRNS,SRNS_ALL,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME
-37.9855184,145.3110568,16175952.85,-4577380.25,1230,T20100031531,1,Finished,07-08-2010,16.40.00,Yes,Collision with vehicle,Saturday,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,No,Day,Yes,Not at intersection,Serious injury accident,80,No,237342,145.31106,-37.98552,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2527326.088,2390586.954,6,1,0,1,0,5,4,2,0,4,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CASEY,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.83338525,144.9679408,16137757.35,-4555915.401,1231,T20100031532,1,Finished,07-08-2010,19.45.00,Yes,Struck Pedestrian,Saturday,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,No,Dark Street lights on,Yes,Cross intersection,Other injury accident,60,No,31,144.96794,-37.83339,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2497177.938,2407516.665,2,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-38.3632482,144.9069386,16130966.62,-4630868.455,1232,T20100031536,1,Finished,06-08-2010,03.30.00,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,Yes,241011,144.90694,-38.36325,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2491865.604,2348697.195,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.0260784,143.6537904,15991466.8,-4583110.471,1233,T20100031547,1,Finished,07-08-2010,17.10.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Serious injury accident,100,No,15363,143.65379,-38.02608,Non-Intersection,COLAC OTWAY,SOUTH WESTERN REGION,2381803.968,2385293.857,7,7,0,7,0,0,5,2,0,5,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Country,Country,"GOLDEN PLAINS,COLAC OTWAY",SOUTH WESTERN REGION,B,B,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-37.79367048,144.753151,16113847.06,-4550319.235,1234,T20100031548,1,Finished,22-07-2010,18.55.00,Yes,Collision with vehicle,Thursday,U TURN,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,80,No,235247,144.75315,-37.79367,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2478259.287,2411896.787,2,2,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"MELTON,BRIMBANK",METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.79531891,145.2469645,16168818.13,-4550551.454,1235,T20100031553,1,Finished,07-08-2010,17.30.00,Yes,Collision with vehicle,Saturday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights on,Yes,T intersection,Serious injury accident,70,No,39680,145.24696,-37.79532,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2521750.411,2411713.808,3,1,0,1,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,1,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.78860887,145.3104205,16175882.02,-4549606.226,1236,T20100031562,1,Finished,08-08-2010,00.10.00,Yes,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,Yes,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60,No,235325,145.31042,-37.78861,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2527341.454,2412442.165,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,0,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.06629,145.5492377,16202467.03,-4588794.604,1237,T20100031565,1,Finished,07-08-2010,19.00.00,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Fatal accident,100,Yes,235178,145.54924,-38.06629,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2548198.183,2381527.086,4,1,1,0,0,3,3,1,0,2,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Country,Country,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.86997833,144.6924096,16107085.36,-4561074.359,1238,T20100031566,1,Finished,08-08-2010,00.30.00,Yes,Struck Pedestrian,Sunday,PED PLAYING/LYING/WORKING/STANDING ON CARRIAGEWAY.,Yes,Dark Street lights on,Yes,Not at intersection,Serious injury accident,50,No,238815,144.69241,-37.86998,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2472936.999,2403411.99,2,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,WYNDHAM,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-38.10784473,145.1306767,16155873.03,-4594671.878,1239,T20100031568,1,Finished,08-08-2010,02.00.00,Yes,Collision with vehicle,Sunday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Yes,T intersection,Serious injury accident,50,No,239728,145.13068,-38.10784,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2511461.219,2377045.631,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,Yes,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.8139497,144.9718023,16138187.21,-4553176.382,1240,T20100031578,1,Finished,08-08-2010,06.30.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Dusk/Dawn,Yes,Not at intersection,Other injury accident,50,No,141663,144.9718,-37.81395,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2497517.21,2409673.88,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,No,0,2,0,1,0,0,Metropolitan CBD Only,Metropolitan CBD Only,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.72022863,144.8404973,16123570.41,-4539978.542,1241,T20100031583,1,Finished,08-08-2010,06.05.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,100,Yes,235772,144.8405,-37.72023,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2485938.469,2420064.113,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,Yes,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro
-37.75167756,144.7779676,16116609.63,-4544405.329,1242,T20100031586,1,Finished,07-08-2010,18.20.00,Yes,Collision with vehicle,Saturday,REAR END(VEHICLES IN SAME LANE),No,Dark Street lights on,Yes,T intersection,Other injury accident,70,No,236413,144.77797,-37.75168,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2480434.089,2416562.756,6,1,0,0,1,5,6,0,0,3,3,0,0,0,0,0,0,0,0,1,Yes,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.86524877,145.0002373,16141352.58,-4560407.433,1243,T20100031589,1,Finished,08-08-2010,07.37.00,Yes,Collision with vehicle,Sunday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Day,Yes,T intersection,Other injury accident,60,No,67797,145.00024,-37.86525,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2500020.878,2403980.643,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.22279825,146.4151613,16298861.2,-4610947.72,1244,T20100031590,1,Finished,08-08-2010,07.40.00,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Day,Yes,T intersection,Other injury accident,60,No,235736,146.41516,-38.2228,Intersection,LATROBE,EASTERN REGION,2623924.904,2363371.906,3,1,0,0,1,2,2,1,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,LATROBE,"EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-37.86041556,145.0104878,16142493.66,-4559725.936,1245,T20100031592,1,Finished,20-07-2010,13.30.00,No,Collision with vehicle,Tuesday,REAR END(VEHICLES IN SAME LANE),No,Day,No,Cross intersection,Serious injury accident,Not known,No,57520,145.01049,-37.86042,Intersection,GLEN EIRA,METROPOLITAN NORTH WEST REGION,2500922.878,2404517.028,6,1,0,1,0,5,2,4,0,4,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,"PORT PHILLIP,GLEN EIRA","METROPOLITAN NORTH WEST REGION,METROPOLITAN SOUTH EAST REGION",,,Arterial Highway,"Arterial Highway,Local Road,Arterial Other",Undivided,Undivided,Metro
-37.92928997,145.4255728,16188700.71,-4569441.667,1246,T20100031599,1,Finished,08-08-2010,09.00.00,Yes,Collision with vehicle,Sunday,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),No,Day,Yes,T intersection,Serious injury accident,80,No,35920,145.42557,-37.92929,Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2537414.067,2396789.004,4,2,0,1,1,2,4,0,2,1,1,0,0,0,0,0,0,0,0,0,No,0,3,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.72147746,145.0987613,16152320.22,-4540154.293,1247,T20100031605,1,Finished,08-08-2010,10.40.00,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,50,Yes,235249,145.09876,-37.72148,Non-Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2508706.517,2419932.778,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BANYULE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-36.4024757,145.3724467,16182786.74,-4356143.668,1248,T20100031606,1,Finished,08-08-2010,00.50.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Yes,Not at intersection,Other injury accident,60,Yes,235737,145.37245,-36.40248,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2533406.368,2566234.304,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,Small Provincial Cities,Small Provincial Cities,SHEPPARTON,NORTH EASTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.72931269,145.2301926,16166951.09,-4541257.032,1249,T20100031608,1,Finished,08-08-2010,09.40.00,Yes,No collision and no object struck,Sunday,OFF CARRIAGEWAY TO LEFT,No,Day,No,Not at intersection,Serious injury accident,60,Yes,235738,145.23019,-37.72931,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2520291.007,2419043.183,2,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,No,0,2,0,0,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,NILLUMBIK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.627628,146.3769438,16294606.85,-4526954.872,1250,T20100031610,1,Finished,07-08-2010,13.30.00,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Yes,Not at intersection,Serious injury accident,100,No,238694,146.37694,-37.62763,Non-Intersection,BAW BAW,NORTH EASTERN REGION,2621533.888,2429473.884,3,1,0,1,0,2,3,0,0,1,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Country,Country,"MANSFIELD,BAW BAW","NORTH EASTERN REGION,EASTERN REGION,EASTERN REGION",,,Local Road,Local Road,Undivided,Undivided,Country
-37.73439482,145.013685,16142849.57,-4541972.358,1251,T20100031611,1,Finished,08-08-2010,13.27.00,No,Collision with vehicle,Sunday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Day,Yes,Cross intersection,Other injury accident,60,No,44398,145.01368,-37.73439,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2501206.223,2418503.595,4,2,0,0,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-38.27163984,145.0062797,16142025.22,-4617870.802,1252,T20100031613,1,Finished,08-08-2010,13.40.00,No,Struck Pedestrian,Sunday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Yes,T intersection,Other injury accident,60,No,44010,145.00628,-38.27164,Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,2500549.573,2358871.052,2,1,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.707762,145.0516802,16147079.18,-4538224.245,1253,T20100031615,1,Finished,08-08-2010,11.30.00,No,Collision with vehicle,Sunday,ACCIDENT OR BROKEN DOWN,No,Day,Yes,Not at intersection,Other injury accident,70,No,237252,145.05168,-37.70776,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2504556.806,2421458.238,5,1,0,0,1,4,5,0,0,2,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,DAREBIN,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,Arterial Highway,Undivided,Undivided,Metro
-37.72768522,144.8205572,16121350.68,-4541027.97,1254,T20100031617,1,Finished,07-08-2010,14.50.00,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,70,No,528,144.82056,-37.72769,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2484182.136,2419233.429,3,1,0,0,1,2,0,3,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BRIMBANK,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.90926875,145.5885568,16206844.01,-4566616.447,1255,T20100031619,1,Finished,08-08-2010,13.00.00,No,No collision and no object struck,Sunday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Yes,Not at intersection,Other injury accident,100,Yes,235382,145.58856,-37.90927,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2551756.318,2398934.844,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Country,Country,CARDINIA,METROPOLITAN SOUTH EAST REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.67327121,144.5725434,16093741.91,-4533372.258,1256,T20100031620,1,Finished,08-08-2010,12.45.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,Yes,T intersection,Other injury accident,60,No,37084,144.57254,-37.67327,Intersection,MELTON,METROPOLITAN NORTH WEST REGION,2462292.738,2425202.669,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Small Provincial Cities,Small Provincial Cities,MELTON,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.5987895,143.8401146,16012208.31,-4522902.241,1257,T20100031622,1,Finished,08-08-2010,13.00.00,No,Collision with vehicle,Sunday,RIGHT REAR.,No,Day,No,Not at intersection,Other injury accident,50,No,235739,143.84011,-37.59879,Non-Intersection,BALLARAT,WESTERN REGION,2397584.415,2432929.365,2,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Large Provincial Cities,Large Provincial Cities,BALLARAT,WESTERN REGION,,,Local Road,Local Road,Undivided,Undivided,Country
-37.91956865,145.0059342,16141986.76,-4568069.783,1258,T20100031623,1,Finished,08-08-2010,03.45.00,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,50,Yes,238816,145.00593,-37.91957,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2500521.776,2397951.608,3,3,0,2,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0,1,Yes,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BAYSIDE,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.81685669,145.2272608,16166624.72,-4553586.014,1259,T20100031629,1,Finished,08-08-2010,15.00.00,No,Collision with vehicle,Sunday,RIGHT THROUGH,No,Day,Yes,Cross intersection,Other injury accident,60,No,39625,145.22726,-37.81686,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,2520009.386,2409327.725,4,1,0,0,1,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,No,1,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MAROONDAH,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.66451984,144.928544,16133371.72,-4532141.519,1260,T20100031643,1,Finished,07-08-2010,19.10.00,Yes,Collision with vehicle,Saturday,RIGHT REAR.,No,Day,No,T intersection,Other injury accident,60,No,44671,144.92854,-37.66452,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2493695.899,2426256.193,5,1,0,0,1,4,2,2,0,2,2,0,0,0,1,0,0,0,0,1,No,0,3,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HUME,METROPOLITAN NORTH WEST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.82549417,144.8831765,16128321.43,-4554803.238,1261,T20100031645,1,Finished,08-08-2010,15.15.00,No,Collision with vehicle,Sunday,REAR END(VEHICLES IN SAME LANE),No,Day,Yes,Not at intersection,Serious injury accident,80,No,235654,144.88318,-37.82549,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2489715.341,2408386.645,9,1,0,1,0,8,4,5,0,5,4,0,0,0,0,0,0,0,0,1,No,0,4,0,4,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,M,M,Freeway,Freeway,Undivided,Undivided,Metro
-38.38001719,141.6064246,15763555.08,-4633249.467,1262,T20100031649,1,Finished,08-08-2010,15.22.00,No,collision with some other object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Yes,Not at intersection,Serious injury accident,100,Yes,237429,141.60642,-38.38002,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2203500.472,2341554.317,2,2,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Other Towns,Other Towns,GLENELG,SOUTH WESTERN REGION,C,C,Arterial Other,Arterial Other,Undivided,Undivided,Country
-37.7585545,145.0586157,16147851.23,-4545373.586,1263,T20100031651,1,Finished,08-08-2010,15.15.00,No,Collision with vehicle,Sunday,OFF END OF ROAD/T-INTERSECTION.,No,Day,Yes,T intersection,Serious injury accident,50,No,46014,145.05862,-37.75855,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2505164.863,2415820.749,2,2,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,No,0,6,0,6,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,BANYULE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-36.80358213,144.2421182,16056959.15,-4411763.918,1264,T20100031655,1,Finished,08-08-2010,18.00.00,Yes,No collision and no object struck,Sunday,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),No,Dark Street lights on,Yes,Not at intersection,Other injury accident,70,No,235336,144.24212,-36.80358,Non-Intersection,BENDIGO,NORTHERN REGION,2432377.112,2521525.197,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Large Provincial Cities,Large Provincial Cities,BENDIGO,NORTHERN REGION,A,A,Arterial Highway,Arterial Highway,Undivided,Undivided,Country
-37.7581003,144.9746268,16138501.63,-4545309.633,1265,T20100031666,1,Finished,08-08-2010,19.30.00,Yes,Struck Pedestrian,Sunday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark Street lights on,Yes,Not at intersection,Serious injury accident,60,No,235250,144.97463,-37.7581,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2497764.257,2415872.45,3,1,0,1,0,2,2,1,0,1,1,1,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.73600808,144.9490526,16135654.73,-4542199.44,1266,T20100031669,1,Finished,04-08-2010,22.00.00,Yes,Collision with vehicle,Wednesday,RIGHT THROUGH,No,Dark Street lights on,No,Cross intersection,Other injury accident,50,No,777,144.94905,-37.73601,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2495509.485,2418323.434,2,1,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
-37.73800383,144.9358084,16134180.39,-4542480.368,1267,T20100031676,1,Finished,08-08-2010,19.30.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Dark Street lights on,Yes,T intersection,Other injury accident,60,No,41742,144.93581,-37.738,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2494342.291,2418101.232,2,2,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MORELAND,METROPOLITAN NORTH WEST REGION,,,Arterial Highway,"Arterial Highway,Local Road",Undivided,Undivided,Metro
-38.15071213,145.1951168,16163046.47,-4600738.314,1268,T20100031684,1,Finished,08-08-2010,20.00.00,Yes,Collision with vehicle,Sunday,RIGHT THROUGH,No,Dark Street lights on,Yes,Cross intersection,Serious injury accident,80,No,35641,145.19512,-38.15071,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2517103.293,2372277.535,4,4,0,2,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,2,No,0,2,0,2,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,FRANKSTON,METROPOLITAN SOUTH EAST REGION,,,Arterial Other,"Arterial Other,Local Road",Undivided,Undivided,Metro
-37.850078,144.8450485,16124077.04,-4558268.457,1269,T20100031687,1,Finished,08-08-2010,06.00.00,Yes,Collision with a fixed object,Sunday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Yes,Cross intersection,Serious injury accident,60,Yes,39932,144.84505,-37.85008,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2486363.153,2405653.338,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,1,1,0,1,0,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,,,Arterial Other,Arterial Other,Undivided,Undivided,Metro
-37.83051497,144.9844251,16139592.38,-4555510.852,1270,T20100031689,1,Finished,16-07-2010,17.50.00,Yes,Collision with vehicle,Friday,RIGHT REAR.,Yes,Dusk/Dawn,No,T intersection,Other injury accident,60,No,37022,144.98443,-37.83051,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2498628.94,2407835.595,2,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Metropolitan Excluding CBD,Metropolitan Excluding CBD,MELBOURNE,METROPOLITAN NORTH WEST REGION,,,Local Road,Local Road,Undivided,Undivided,Metro
